Country Name,City Name,Overall AQI,CO AQI Value,CO AQI Category,Ozone AQI Value,Ozone AQI Category,NO2 AQI Value,NO2 AQI Category,PM2.5 AQI Value,PM2.5 AQI Category,Volatile_Organic_Compounds ,Sulfur_Dioxide,Emissions,Overall AQI Level
United States of America,Fairland,54,1,Good,43,Good,5,GO,54,Moderate,139.1658927,14.67422597,Good,Moderate
Romania,Viseu De Sus,58,1,Good,38,Good,0,GO,58,Moderate,156.9432638,6.420887307,Good,Moderate
China,Baisha,158,3,Good,158,Unhealthy,2,GO,113,Unhealthy for Sensitive Groups,278.6924591,-3.428166458,Unhealthy,Unhealthy
Germany,Rutesheim,50,1,Good,28,Good,3,GO,50,Good,135.3808479,3.695899968,Good,Good
France,Seclin,48,1,Good,25,Good,5,GO,48,Good,137.8388878,9.405217319,Good,Good
Madagascar,Antananarivo,28,1,Good,22,Good,0,GO,28,Good,66.49115911,4.484928598,Good,Good
Italy,Sassari,47,1001.368367,Good,47,Good,0,GO,30,Good,80.72801794,2.136472215,Good,Good
Cuba,Los Palacios,67,1,Good,31,Good,2,GO,67,Moderate,157.4347474,9.27896527,Good,Moderate
United States of America,Derby,51,1,Good,48,Good,2,GO,51,Moderate,139.4868881,9.752855067,Good,Moderate
Argentina,Mendoza,45,1,Good,,Good,4,GO,45,Good,125.968821,3.109690773,Good,Good
,Ponta Delgada,21,0,Good,21,Good,2,GO,12,Good,26.46433715,6.170470595,Good,Good
Germany,Bruchkobel,51,1001.368367,Good,27,Good,3,GO,51,Moderate,141.0089796,12.03906839,Good,Moderate
Bangladesh,Mathbaria,170,1,Good,34,Good,2,GO,170,Unhealthy,423.0539963,2.710590815,Good,Unhealthy
Spain,Sanlucar La Mayor,30,1,Good,30,Good,2,GO,25,Good,82.8372771,1.32015774,Good,Good
Mexico,Atencingo,95,2,Good,7,Good,9,GO,95,Moderate,253.2510345,21.63924622,Good,Moderate
Greece,Nea Erithraia,97,1,Good,39,Good,6,GO,97,Moderate,253.595099,14.50222088,Good,Moderate
United Kingdom of Great Britain and Northern Ireland,Littlehampton,32,1,Good,32,Good,1,GO,32,Good,80.4186301,11.97799865,Good,Good
Switzerland,Binningen,87,1,Good,25,Good,3,,87,Moderate,219.459589,5.832586251,Good,Moderate
China,Shitanjing,218,1,Good,38,Good,5,,218,Very Unhealthy,565.3075083,10.16686446,Good,Very Unhealthy
Switzerland,Kloten,54,1,Good,35,Good,1,GO,54,Moderate,150.9416684,4.862223475,Good,Moderate
United States of America,South Hill,57,2,Good,17,Good,15,GO,57,Moderate,136.6959267,32.2262241,Good,Moderate
Myanmar,Maymyo,69,2,Good,4,Good,2,GO,69,Moderate,168.7071722,7.892492381,Good,Moderate
Sweden,Helsingborg,39,0,Good,39,Good,0,GO,19,Good,54.85135299,1.149581978,Good,Good
Germany,Burbach,54,1,Good,48,Good,0,GO,54,Moderate,141.7958178,8.635642778,Good,Moderate
India,Seoni Malwa,151,0,Good,38,Good,0,GO,151,Unhealthy,391.6175012,9.397584649,Good,Unhealthy
Spain,Bailen,38,1,Good,20,Good,3,GO,38,Good,108.2465956,10.58375633,Good,Good
India,Maurawan,174,4,Good,70,Moderate,7,GO,174,Unhealthy,432.7034212,17.09239157,Moderate,Unhealthy
China,Jinhua,143,3,Good,143,Unhealthy for Sensitive Groups,1,GO,104,Unhealthy for Sensitive Groups,261.1212422,3.717823206,Unhealthy for Sensitive Groups,Unhealthy for Sensitive Groups
United States of America,Boca Raton,69,1,Good,14,Good,9,,69,Moderate,182.2944152,11.95735659,Good,Moderate
Romania,Adjud,36,1,Good,36,Good,0,GO,16,Good,41.91852371,2.845476361,Good,Good
France,Les Herbiers,40,1,Good,40,Good,0,GO,21,Good,49.26650462,3.814327182,Good,Good
Georgia,Sukhumi,40,1,Good,36,Good,0,GO,40,Good,120.1223491,0.391177392,Good,Good
United States of America,Medfield,47,1,Good,27,Good,9,GO,47,Good,112.8417323,23.69514966,Good,Good
Sweden,Finspang,42,1,Good,42,Good,0,GO,25,Good,60.73635497,2.583392927,Good,Good
Hungary,Nagykallo,66,1,Good,37,Good,1,GO,66,Moderate,164.652492,10.37928836,Good,Moderate
India,Washim,150,1001.368367,Good,40,Good,0,GO,150,Unhealthy,379.4116715,1.454836623,Good,Unhealthy
Brazil,Santa Gertrudes,71,2,Good,3,Good,6,GO,71,Moderate,182.8769657,20.74049666,Good,Moderate
Germany,Kyritz,39,0,Good,39,Good,0,GO,21,Good,60.35486163,-0.391089345,Good,Good
Brazil,Sao Carlos,67,1,Good,21,Good,1,GO,67,Moderate,182.6753142,0.127161709,Good,Moderate
Mexico,Metepec,130,3,Good,11,Good,12,GO,130,Unhealthy for Sensitive Groups,328.6300451,19.18526736,Good,Unhealthy for Sensitive Groups
Germany,Zittau,55,1,Good,43,Good,1,GO,55,Moderate,123.4892557,2.865701591,Good,Moderate
Mexico,Naucalpan,194,2,Good,40,Good,5,GO,194,Unhealthy,492.5632465,-0.29153361,Good,Unhealthy
Liberia,Monrovia,60,1,Good,17,Good,0,GO,60,Moderate,140.0877217,-2.401311259,Good,Moderate
France,Outreau,41,1,Good,41,Good,1,GO,26,Good,82.02451248,3.038505634,Good,Good
Serbia,Vlasotince,50,1,Good,33,Good,0,GO,50,Good,132.7735846,6.647342806,Good,Good
India,Manamadurai,60,1,Good,37,Good,0,GO,60,Moderate,139.7447483,2.355519287,Good,Moderate
United States of America,Pine Hills,51,1,Good,,Good,11,,51,Moderate,134.2056603,17.42781238,Good,Moderate
Italy,Anagni,56,1,Good,38,Good,4,GO,56,Moderate,153.6254348,18.29053104,Good,Moderate
Democratic Republic of the Congo,Kabare,55,2,Good,,Good,0,,55,Moderate,134.4617535,-3.560158044,Good,Moderate
Benin,Lokossa,47,1,Good,28,Good,0,GO,47,Good,121.8388761,0.116045061,Good,Good
Russian Federation,Kingisepp,34,1,Good,34,Good,0,GO,5,Good,28.24333005,1.828090349,Good,Good
United Kingdom of Great Britain and Northern Ireland,Northwich,42,1,Good,29,Good,4,GO,42,Good,119.7108834,15.8811685,Good,Good
United States of America,Haverstraw,51,1,Good,44,Good,1,GO,51,Moderate,122.6234167,2.643839211,Good,Moderate
Bangladesh,Bandarban,50,1,Good,36,Good,0,GO,50,Good,140.0272142,9.519416726,Good,Good
Pakistan,Daulatpur,114,1,Good,25,Good,2,GO,114,Unhealthy for Sensitive Groups,286.3297739,6.52657258,Good,Unhealthy for Sensitive Groups
Spain,Gijon,41,1,Good,32,Good,2,GO,41,Good,100.99526,-3.048987073,Good,Good
Italy,Poggiomarino,41,1,Good,41,Good,2,GO,15,Good,42.84271814,12.87620151,Good,Good
,Roseau,100,0,Good,25,Good,0,GO,100,Unhealthy for Sensitive Groups,256.6865467,6.637957606,Good,Unhealthy for Sensitive Groups
United States of America,Saratoga,37,1,Good,35,Good,6,,37,Good,90.36047088,7.698286501,Good,Good
Poland,Koscierzyna,36,0,Good,36,Good,0,GO,29,Good,67.07224943,-0.993658445,Good,Good
China,Jishou,70,2,Good,66,Moderate,1,GO,70,Moderate,187.2459178,-1.957596784,Moderate,Moderate
United States of America,Grandville,47,1,Good,,Good,4,GO,47,Good,119.4078762,13.56492821,Good,Good
Brazil,Santo Angelo,18,0,Good,18,Good,0,GO,16,Good,44.18720452,-1.25242243,Good,Good
United States of America,Florham Park,105,3,Good,12,Good,26,GO,105,Unhealthy for Sensitive Groups,269.8378591,43.1763618,Good,Unhealthy for Sensitive Groups
Russian Federation,Isilkul,50,1,Good,31,Good,0,GO,50,Good,129.8649676,9.043213582,Good,Good
China,Yungkang,50,1,Good,17,Good,6,GO,50,Good,133.881858,6.866142912,Good,Good
Japan,Iruma,33,1,Good,33,Good,3,GO,20,Good,66.05900424,11.07680413,Good,Good
Russian Federation,Kharabali,39,1,Good,39,Good,0,,21,Good,67.12210579,2.443517916,Good,Good
Peru,Chiclayo,50,1,Good,24,Good,0,GO,50,Good,114.4130019,-2.761725904,Good,Good
Brazil,Chuy,16,1001.368367,Good,7,Good,1,GO,16,Good,31.29157955,10.80964127,Good,Good
Mexico,Tecuala,54,1,Good,12,Good,1,GO,54,Moderate,156.4267295,4.31239241,Good,Moderate
Peru,Morropon,58,1,Good,5,Good,2,GO,58,Moderate,152.0636177,9.188475851,Good,Moderate
United Kingdom of Great Britain and Northern Ireland,Kendal,31,1,Good,31,Good,3,GO,16,Good,46.60611302,5.449013478,Good,Good
United States of America,Coral Springs,146,4,Good,4,Good,18,GO,146,Unhealthy for Sensitive Groups,366.3297758,34.23515541,Good,Unhealthy for Sensitive Groups
Malaysia,Kampar,60,1,Good,43,Good,1,GO,60,Moderate,151.4332687,-3.490962422,Good,Moderate
China,Danshui,103,3,Good,38,Good,13,GO,103,Unhealthy for Sensitive Groups,259.788764,29.27921974,Good,Unhealthy for Sensitive Groups
Netherlands,Tynaarlo,34,1,Good,,Good,3,GO,34,Good,86.14599024,3.426025467,Good,Good
China,Anqiu,107,2,Good,107,Unhealthy for Sensitive Groups,5,GO,86,Moderate,241.221562,11.72503159,Unhealthy for Sensitive Groups,Unhealthy for Sensitive Groups
Spain,Valverde Del Camino,31,1,Good,31,Good,1,GO,21,Good,57.88078019,9.91960645,Good,Good
Thailand,Non Sang,50,0,Good,,Good,0,GO,50,Good,115.7666321,13.9021958,Good,Good
,Birkenhead,34,1,Good,34,Good,4,GO,22,Good,45.90320705,16.4629149,Good,Good
Italy,Ravenna,70,1,Good,49,Good,1,GO,70,Moderate,165.1708696,0.755009024,Good,Moderate
Portugal,Sao Joao Da Talha,43,0,Good,30,Good,2,GO,43,Good,130.165118,-0.078432459,Good,Good
India,Anantnag,99,1,Good,47,Good,0,GO,99,Moderate,234.7951886,1.428344505,Good,Moderate
Spain,Cartagena,50,1,Good,29,Good,3,GO,50,Good,133.4611733,13.13085225,Good,Good
Germany,Gundelfingen,63,1,Good,31,Good,3,,63,Moderate,167.1320629,5.167726364,Good,Moderate
Romania,Botosani,63,1,Good,44,Good,0,GO,63,Moderate,151.4198361,8.276952397,Good,Moderate
Indonesia,Plered,116,3,Good,116,Unhealthy for Sensitive Groups,1,GO,112,Unhealthy for Sensitive Groups,305.211936,8.212867535,Unhealthy for Sensitive Groups,Unhealthy for Sensitive Groups
Mexico,Tlaltelulco,181,3,Good,,Good,11,GO,181,Unhealthy,464.386623,26.03233208,Good,Unhealthy
Germany,Ahrensburg,44,1,Good,44,Good,0,GO,22,Good,58.62551485,0.327269855,Good,Good
United States of America,Salina,51,1,Good,34,Good,1,GO,51,Moderate,140.600514,4.050601862,Good,Moderate
Italy,Campiglia Marittima,86,1,Good,86,Moderate,0,GO,32,Good,94.51384984,-1.200426609,Moderate,Moderate
Pakistan,Jand,146,3,Good,136,Unhealthy for Sensitive Groups,6,GO,146,Unhealthy for Sensitive Groups,355.0789798,17.23229551,Unhealthy for Sensitive Groups,Unhealthy for Sensitive Groups
Thailand,Khon Kaen,96,2,Good,20,Good,4,GO,96,Moderate,247.03482,5.860664455,Good,Moderate
Côte d'Ivoire,Bangolo,46,1,Good,14,Good,0,GO,46,Good,108.3533665,0.187309215,Good,Good
Japan,Tagawa,45,1,Good,45,Good,0,GO,38,Good,103.367123,1.816207925,Good,Good
Italy,Tortoli,42,1,Good,42,Good,1,GO,22,Good,54.50945569,0.92683484,Good,Good
Benin,Cove,94,2,Good,18,Good,2,GO,94,Moderate,219.9078466,3.901047772,Good,Moderate
Hungary,Veresegyhaz,64,1,Good,64,Moderate,0,GO,58,Moderate,147.3407993,0.36274996,Moderate,Moderate
India,Athgarh,136,3,Good,30,Good,8,,136,Unhealthy for Sensitive Groups,337.8533588,13.92060138,Good,Unhealthy for Sensitive Groups
Malaysia,Jerantut,48,1001.368367,Good,31,Good,0,,48,Good,133.1320519,4.652978324,Good,Good
Russian Federation,Solnechnogorsk,47,1,Good,26,Good,2,GO,47,Good,113.3882994,3.21474154,Good,Good
Madagascar,Ambatofinandrahana,60,1,Good,20,Good,0,GO,60,Moderate,162.1042453,6.95320987,Good,Moderate
United Kingdom of Great Britain and Northern Ireland,Kilmarnock,35,1,Good,35,Good,1,GO,35,Good,96.06667607,4.242800656,Good,Good
Russian Federation,Losino Petrovskiy,66,1,Good,18,Good,12,GO,66,Moderate,187.2169261,24.44722961,Good,Moderate
Germany,Menden,34,1,Good,34,Good,2,GO,26,Good,67.52292802,5.368770996,Good,Good
United States of America,Wilbraham,55,1,Good,23,Good,9,GO,55,Moderate,156.7040092,12.57577337,Good,Moderate
Indonesia,Balaipungut,57,2,Good,12,Good,2,GO,57,Moderate,157.7996082,6.935051667,Good,Moderate
Russian Federation,Lyudinovo,70,1,Good,23,Good,2,GO,70,Moderate,187.0835645,1.3310681,Good,Moderate
Poland,Strzelce Opolskie,40,1,Good,29,Good,1,GO,40,Good,114.9489333,5.096288553,Good,Good
Poland,Zlotow,30,1,Good,,Good,1,,30,Good,93.77366579,4.774590268,Good,Good
Japan,Hachioji,48,1,Good,48,Good,2,GO,37,Good,78.17934841,-2.949542222,Good,Good
Madagascar,Ambilobe,23,0,Good,23,Good,0,GO,18,Good,35.05736471,2.540346173,Good,Good
Ukraine,Kalanchak,41,1,Good,,Good,0,GO,41,Good,115.3330424,13.27191197,Good,Good
Netherlands,Nederweert,36,1,Good,34,Good,2,GO,36,Good,104.7583689,7.846155066,Good,Good
Romania,Targu Jiu,42,1,Good,37,Good,1,GO,42,Good,117.0935251,0.406805037,Good,Good
Greece,Aiyion,78,1,Good,40,Good,0,GO,78,Moderate,182.508372,-0.574494964,Good,Moderate
Brazil,Pedra Azul,22,0,Good,,Good,1,,22,Good,59.07400605,6.92028366,Good,Good
United States of America,Mesquite,66,2,Good,31,Good,5,GO,66,Moderate,170.6410256,16.78242028,Good,Moderate
Benin,Djougou,54,1,Good,29,Good,0,GO,54,Moderate,130.2292785,7.060154811,Good,Moderate
United States of America,Minot,49,1,Good,28,Good,1,GO,49,Good,108.0266013,0.618246363,Good,Good
Canada,Parksville,61,1,Good,35,Good,1,GO,61,Moderate,166.3750397,2.818975516,Good,Moderate
Romania,Dofteana,46,1,Good,44,Good,0,GO,46,Good,121.3734132,6.164979592,Good,Good
Russian Federation,Khimki,40,1,Good,30,Good,8,GO,40,Good,102.2727643,14.33298551,Good,Good
India,Sadri,154,1,Good,,Good,1,GO,154,Unhealthy,393.6397063,3.024932855,Good,Unhealthy
Sweden,Angelholm,39,1,Good,39,Good,1,GO,37,Good,113.6477879,2.264287454,Good,Good
France,Graulhet,52,1,Good,39,Good,1,GO,52,Moderate,140.5537966,1.134416716,Good,Moderate
India,Krishnagiri,55,0,Good,25,Good,0,GO,55,Moderate,153.8924182,8.540642964,Good,Moderate
Mexico,Ometepec,62,2,Good,9,Good,6,GO,62,Moderate,158.2977621,25.40762215,Good,Moderate
United States of America,Lakeside,57,2,Good,22,Good,14,GO,57,Moderate,150.3977486,30.33102781,Good,Moderate
Italy,Bollate,28,1,Good,,Good,3,GO,24,Good,58.50234773,8.71341729,Good,Good
India,Patnagarh,157,2,Good,54,Moderate,1,,157,Unhealthy,384.9877208,13.09427999,Moderate,Unhealthy
France,Viry Chatillon,73,1,Good,44,Good,2,,73,Moderate,189.3844008,7.471680884,Good,Moderate
Germany,Schweinfurt,64,1,Good,35,Good,3,GO,64,Moderate,169.5677078,14.38373209,Good,Moderate
China,Linjiang,78,2,Good,49,Good,1,GO,78,Moderate,208.5246864,0.351168876,Good,Moderate
United Republic of Tanzania,Butiama,26,1,Good,14,Good,0,GO,26,Good,74.78499732,11.1963052,Good,Good
Italy,Sessa Aurunca,36,1,Good,36,Good,3,GO,24,Good,63.17415122,11.26390733,Good,Good
Papua New Guinea,Kimbe,21,0,Good,21,Good,0,GO,13,Good,33.58843628,-5.881988564,Good,Good
Germany,Sulzbach,64,1,Good,55,Moderate,0,GO,64,Moderate,155.2526482,-0.947222108,Moderate,Moderate
India,Junagadh,133,0,Good,27,Good,0,GO,133,Unhealthy for Sensitive Groups,339.9477484,6.98889881,Good,Unhealthy for Sensitive Groups
Nigeria,Kagoro,91,5,Good,14,Good,2,GO,91,Moderate,232.0337523,13.34447304,Good,Moderate
India,Dalsingh Sarai,172,5,Good,172,Unhealthy,1,GO,154,Unhealthy,393.9662794,9.604031549,Unhealthy,Unhealthy
Kazakhstan,Semey,42,1,Good,42,Good,0,GO,15,Good,60.48414979,5.084765926,Good,Good
India,Jorhat,51,1001.368367,Good,31,Good,1,GO,51,Moderate,147.3911311,-0.482380446,Good,Moderate
India,Suket,159,1,Good,35,Good,0,GO,159,Unhealthy,398.4065942,1.787298558,Good,Unhealthy
China,Suihua,100,2,Good,72,Moderate,1,GO,100,Unhealthy for Sensitive Groups,253.6660968,9.779736003,Moderate,Unhealthy for Sensitive Groups
United States of America,Edmonds,39,1,Good,26,Good,6,GO,39,Good,81.75359962,3.458730843,Good,Good
Peru,Andahuaylas,26,1,Good,,Good,2,GO,26,Good,58.2895896,11.5282429,Good,Good
Indonesia,Manokwari,10,0,Good,10,Good,0,GO,10,Good,34.3426365,8.336975914,Good,Good
United States of America,Tenafly,77,2,Good,17,Good,21,GO,77,Moderate,182.9543859,52.19423028,Good,Moderate
United States of America,Alton,59,2,Good,27,Good,12,GO,59,Moderate,171.9358409,22.42378882,Good,Moderate
Peru,Barranca,40,1,Good,22,Good,0,GO,40,Good,110.8042194,6.884764063,Good,Good
India,Keshod,160,0,Good,25,Good,0,GO,160,Unhealthy,426.3805521,5.833010316,Good,Unhealthy
Saudi Arabia,Sayhat,168,1,Good,,Unhealthy for Sensitive Groups,0,GO,168,Unhealthy,441.0878086,-3.841043681,Unhealthy for Sensitive Groups,Unhealthy
Finland,Uusikaupunki,28,1,Good,,Good,1,GO,5,Good,18.00887702,1.321861631,Good,Good
Brazil,Poa,176,8,Good,0,Good,23,GO,176,Unhealthy,435.9609236,40.29912188,Good,Unhealthy
Ukraine,Yavoriv,76,1,Good,44,Good,0,GO,76,Moderate,195.1797258,11.7984575,Good,Moderate
United States of America,Norwood,34,1,Good,24,Good,8,GO,34,Good,76.73527872,16.87654517,Good,Good
Thailand,Ban Dung,82,3,Good,8,Good,5,,82,Moderate,214.2359907,12.42367779,Good,Moderate
Mexico,Eagle Pass,45,1,Good,21,Good,3,GO,45,Good,119.9959248,9.650581275,Good,Good
Kyrgyzstan,Suluktu,125,1,Good,,Good,0,GO,125,Unhealthy for Sensitive Groups,310.2963115,12.55619509,Good,Unhealthy for Sensitive Groups
Afghanistan,Anar Darreh,126,1,Good,42,Good,0,GO,126,Unhealthy for Sensitive Groups,323.6704679,7.177466543,Good,Unhealthy for Sensitive Groups
United States of America,Drexel Heights,55,1,Good,11,Good,11,GO,55,Moderate,153.5426307,29.80671261,Good,Moderate
Pakistan,Sinjhoro,158,1,Good,26,Good,2,GO,158,Unhealthy,411.5751961,1.526541165,Good,Unhealthy
Kazakhstan,Saryozek,74,1,Good,39,Good,0,GO,74,Moderate,194.7993974,8.53430258,Good,Moderate
Nigeria,Emure,75,2,Good,23,Good,1,GO,75,Moderate,202.7944056,1.198924871,Good,Moderate
United Kingdom of Great Britain and Northern Ireland,Winchester,34,1,Good,15,Good,10,GO,34,Good,94.75588436,21.9227978,Good,Good
Brazil,Irati,38,1,Good,8,Good,2,GO,38,Good,113.2893332,6.80202806,Good,Good
India,Kallidaikurichchi,67,1,Good,23,Good,2,GO,67,Moderate,166.06846,2.692529767,Good,Moderate
Mexico,Chapala,47,1,Good,9,Good,4,GO,47,Good,128.7271122,11.92256611,Good,Good
Argentina,Gualeguay,15,0,Good,15,Good,1,GO,14,Good,45.70945695,0.4524822,Good,Good
India,Rura,271,1,Good,46,Good,1,GO,271,Very Unhealthy,675.4325682,2.746575406,Good,Very Unhealthy
Italy,Suzzara,120,2,Good,28,Good,10,GO,120,Unhealthy for Sensitive Groups,327.5403811,21.8356416,Good,Unhealthy for Sensitive Groups
Germany,Weiden,43,1,Good,25,Good,3,GO,43,Good,113.6046876,5.240763281,Good,Good
Poland,Slupca,39,0,Good,31,Good,1,GO,39,Good,109.1662788,2.361937251,Good,Good
Germany,Zella Mehlis,28,0,Good,27,Good,2,GO,28,Good,81.13770856,8.835019862,Good,Good
Thailand,Bamnet Narong,24,0,Good,24,Good,0,GO,21,Good,66.19762058,-7.54658593,Good,Good
Serbia,Bela Crkva,47,1,Good,39,Good,1,GO,47,Good,139.5459209,8.112832506,Good,Good
Poland,Czestochowa,93,1,Good,27,Good,4,GO,93,Moderate,247.2511973,12.09522449,Good,Moderate
United States of America,Los Alamos,57,1,Good,14,Good,7,GO,57,Moderate,154.2703047,14.99382632,Good,Moderate
United States of America,Nixa,65,1,Good,,Good,0,GO,65,Moderate,174.061162,-4.366214363,Good,Moderate
Netherlands,Nieuwegein,39,1,Good,28,Good,4,GO,39,Good,73.13799056,10.19119388,Good,Good
Dominican Republic,Pedernales,46,1,Good,17,Good,2,GO,46,Good,128.3294544,14.98232306,Good,Good
Brazil,Pires Do Rio,30,1,Good,8,Good,2,GO,30,Good,74.2101578,6.282755859,Good,Good
Germany,Brunsbuttel,34,0,Good,34,Good,0,GO,29,Good,77.82396214,1.381652142,Good,Good
Italy,Bitritto,57,1,Good,54,Moderate,0,GO,57,Moderate,152.2758882,-1.36114737,Moderate,Moderate
Italy,Lodi,62,1,Good,42,Good,2,GO,62,Moderate,154.567985,13.6657875,Good,Moderate
India,Avanigadda,85,1,Good,29,Good,1,,85,Moderate,218.3922829,5.505692383,Good,Moderate
Germany,Marktoberdorf,76,1,Good,,Good,3,GO,76,Moderate,186.1376157,10.03141233,Good,Moderate
Mexico,Tianguistenco,160,4,Good,7,Good,15,GO,160,Unhealthy,403.8521118,22.3318553,Good,Unhealthy
Brazil,Extrema,78,2,Good,11,Good,5,GO,78,Moderate,196.3686835,4.763185137,Good,Moderate
Nigeria,Bugama,167,7,Good,36,Good,4,GO,167,Unhealthy,414.5114846,4.053995695,Good,Unhealthy
United States of America,Clarksville,77,3,Good,8,Good,31,GO,77,Moderate,189.3745423,62.06911788,Good,Moderate
Mali,Bafoulabe,113,1,Good,,Good,1,GO,113,Unhealthy for Sensitive Groups,289.1344775,11.79509666,Good,Unhealthy for Sensitive Groups
Belgium,Schilde,36,0,Good,,Good,3,GO,36,Good,105.4671271,10.52694003,Good,Good
South Sudan,Gogrial,72,2,Good,8,Good,0,GO,72,Moderate,177.4019787,1.750631508,Good,Moderate
United States of America,Bell Gardens,123,4,Good,3,Good,41,GO,123,Unhealthy for Sensitive Groups,314.3007104,75.21351814,Good,Unhealthy for Sensitive Groups
Hungary,Kiskunmajsa,71,1,Good,40,Good,1,GO,71,Moderate,180.4512334,-0.616287697,Good,Moderate
Portugal,Vila Do Conde,39,0,Good,39,Good,1,GO,19,Good,45.54305123,-0.527814132,Good,Good
United States of America,Ionia,44,1,Good,34,Good,4,GO,44,Good,96.71594119,15.57559874,Good,Good
India,Paradwip,132,3,Good,74,Moderate,1,GO,132,Unhealthy for Sensitive Groups,352.8979077,0.337312554,Moderate,Unhealthy for Sensitive Groups
Netherlands,Dronten,34,0,Good,34,Good,1,GO,33,Good,95.6753451,8.145141383,Good,Good
United States of America,Narragansett,78,2,Good,43,Good,6,,78,Moderate,209.6408717,16.191886,Good,Moderate
United States of America,Glendale,52,1,Good,26,Good,1,GO,52,Moderate,134.5448775,5.566532199,Good,Moderate
Italy,Scordia,57,1,Good,37,Good,1,GO,57,Moderate,130.9706544,0.740736521,Good,Moderate
Dominican Republic,Bajos De Haina,156,2,Good,3,Good,16,GO,156,Unhealthy,399.5249646,38.20608848,Good,Unhealthy
Italy,San Severo,46,1,Good,46,Good,1,GO,35,Good,92.87645065,-1.038811701,Good,Good
Brazil,Bento Goncalves,41,1,Good,12,Good,3,GO,41,Good,97.13690753,6.808304919,Good,Good
Germany,Bruckmuhl,35,1,Good,,Good,1,GO,35,Good,98.45029466,12.66405862,Good,Good
Slovakia,Hlohovec,76,1,Good,41,Good,1,GO,76,Moderate,204.7333745,10.23826439,Good,Moderate
Italy,Termoli,51,1,Good,51,Moderate,0,GO,34,Good,88.80690688,-1.532937996,Moderate,Moderate
Serbia,Sabac,68,1,Good,32,Good,1,GO,68,Moderate,181.8605146,5.259306565,Good,Moderate
Guatemala,Asuncion Mita,73,2,Good,13,Good,7,GO,73,Moderate,203.2239821,10.83380005,Good,Moderate
Netherlands,Appingedam,30,1,Good,30,Good,3,GO,27,Good,64.62216248,3.161328851,Good,Good
Chad,Ati,130,1,Good,46,Good,0,,130,Unhealthy for Sensitive Groups,343.3388575,5.808142321,Good,Unhealthy for Sensitive Groups
Philippines,Baloc,148,1,Good,29,Good,2,GO,148,Unhealthy for Sensitive Groups,358.8609854,1.027594538,Good,Unhealthy for Sensitive Groups
Japan,Itoman,57,2,Good,20,Good,21,GO,57,Moderate,149.574888,28.47445391,Good,Moderate
